序号,名称,成交日期,区县,区域,小区,建筑年代及风格,总价,单价,面积,户型,楼型,朝向,URL
1815,望都新地2室1厅89.71平米,2016.12.27链家成交,昌平,北七家,望都新地,2008年建板楼,388,43250,89.71,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100883266.html
1816,天通苑北一区2室1厅98.29平米,2016.12.27链家成交,昌平,天通苑,天通苑北一区,2004年建塔楼,386,39272,98.29,2室1厅,暂无数据,西北,http://bj.lianjia.com/chengjiao/101100792575.html
1817,程庄南里1室1厅56.6平米,2016.12.27链家成交,丰台,五里店,程庄南里,,324,57244,56.6,1室1厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101101008607.html
1818,国美第一城2号院2室1厅97平米,2016.12.27链家成交,朝阳,朝青,国美第一城2号院,2006年建板塔结合,620,63918,97,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100764524.html
1819,天洋城1室0厅40.95平米,2016.12.27链家成交,燕郊,燕郊城区,天洋城,2013年建塔楼,122,29792,40.95,1室0厅,平层,东,http://bj.lianjia.com/chengjiao/101100934522.html
1820,茂华景上景2室1厅54平米,2016.12.27链家成交,石景山,杨庄,茂华景上景,2009年建塔楼,290,53704,54,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100998396.html
1821,梧桐苑栖凤园3室2厅119.64平米,2016.12.27链家成交,门头沟,门头沟其它,梧桐苑栖凤园,2013年建板楼,534,44634,119.64,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100922108.html
1822,美丽西园2室1厅76.17平米,2016.12.27链家成交,海淀,四季青,美丽西园,1999年建板塔结合,446,58553,76.17,2室1厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100614358.html
1823,光大花园3室2厅150.81平米,2016.12.27链家成交,海淀,万柳,光大花园,2000年建塔楼,1600,106094,150.81,3室2厅,平层,西南,http://bj.lianjia.com/chengjiao/101100733023.html
1824,民安小区东直门北中街2室1厅78.12平米,2016.12.27链家成交,东城,东直门,民安小区东直门北中街,2002年建板塔结合,762,97542,78.12,2室1厅,平层,南西北,http://bj.lianjia.com/chengjiao/101100901335.html
1825,顶秀欣园东苑1室1厅53.05平米,2016.12.27链家成交,丰台,宋家庄,顶秀欣园东苑,2006年建塔楼,300,56550,53.05,1室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100763698.html
1826,熙旺中心1室0厅46.47平米,2016.12.27链家成交,门头沟,滨河西区,熙旺中心,2010年建塔楼,95,20443,46.47,1室0厅,平层,东北,http://bj.lianjia.com/chengjiao/101089578138.html
1827,雅成一里1室1厅52.8平米,2016.12.27链家成交,朝阳,朝青,雅成一里,2000年建板楼,260,49242,52.8,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100930781.html
1828,万寿路甲15号院四区3室1厅67.9平米,2016.12.27链家成交,海淀,万寿路,万寿路甲15号院四区,1984年建塔楼,645,94993,67.9,3室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100917832.html
1829,高梁桥斜街乙40号院2室1厅63平米,2016.12.27链家成交,海淀,西直门,高梁桥斜街乙40号院,1990年建板楼,546,86667,63,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100826052.html
1830,东亚首航国际1室0厅27.72平米,2016.12.27链家成交,顺义,顺义其它,东亚首航国际,2014年建塔楼,76,27417,27.72,1室0厅,平层,西,http://bj.lianjia.com/chengjiao/101100982145.html
1831,三义西里2室1厅95.89平米,2016.12.27链家成交,西城,马连道,三义西里,2003年建板楼,640,66743,95.89,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100437701.html
1832,顺驰领海3室2厅177.84平米,2016.12.27链家成交,大兴,黄村北,顺驰领海,2008年建板塔结合,803,45153,177.84,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101101003556.html
1833,南湖渠西里2室1厅63.88平米,2016.12.27链家成交,朝阳,望京,南湖渠西里,1988年建板楼,407,63713,63.88,2室1厅,平层,南西北,http://bj.lianjia.com/chengjiao/101100915240.html
1834,北街家园五区1室0厅18.78平米,2016.12.27链家成交,昌平,沙河,北街家园五区,2012年建板塔结合,44,23429,18.78,1室0厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100946821.html
1835,北街家园五区1室0厅18平米,2016.12.27链家成交,昌平,沙河,北街家园五区,2012年建板塔结合,45,25000,18,1室0厅,平层,南,http://bj.lianjia.com/chengjiao/101100969019.html
1836,龙跃苑一区3室1厅112.73平米,2016.12.27链家成交,昌平,回龙观,龙跃苑一区,2003年建板楼,525,46571,112.73,3室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100985519.html
1837,樱花园三区3室2厅128.17平米,2016.12.27链家成交,顺义,李桥,樱花园三区,2000年建板楼,320,24967,128.17,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100830620.html
1838,南厂住宅西区2室1厅56.7平米,2016.12.27链家成交,昌平,南口,南厂住宅西区,,155,27337,56.7,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100959068.html
1839,福城上上城三季1室0厅52.67平米,2016.12.27链家成交,燕郊,燕郊城区,福城上上城三季,2010年建板塔结合,152.5,28954,52.67,1室0厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100819698.html
1840,恒基中心3室2厅171.54平米,2016.12.27链家成交,东城,建国门外,恒基中心,1993年建塔楼,1010,58878,171.54,3室2厅,平层,东南,http://bj.lianjia.com/chengjiao/101100932726.html
1841,芳源里2室1厅50平米,2016.12.27链家成交,大兴,旧宫,芳源里,2010年建塔楼,185,37000,50,2室1厅,跃层,东,http://bj.lianjia.com/chengjiao/101100963914.html
1842,新街坊3室2厅144.86平米,2016.12.27链家成交,朝阳,北苑,新街坊,2004年建板塔结合,850,58677,144.86,3室2厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100581390.html
1843,珠江萨尔斯郡4室1厅204.69平米,2016.12.27链家成交,通州,马驹桥,珠江萨尔斯郡,2007年建,630,30778,204.69,4室1厅,跃层,南北,http://bj.lianjia.com/chengjiao/101100736973.html
1844,龙泽苑西区2室1厅105.67平米,2016.12.27链家成交,昌平,龙泽,龙泽苑西区,2003年建板塔结合,476,45046,105.67,2室1厅,平层,东南北,http://bj.lianjia.com/chengjiao/101100737656.html
1845,国美第一城3号院1室1厅47.6平米,2016.12.27链家成交,朝阳,朝青,国美第一城3号院,2007年建板塔结合,332,69748,47.6,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101101001044.html
1846,飘HOME1室0厅39.84平米,2016.12.27链家成交,朝阳,酒仙桥,飘HOME,2004年建塔楼,275,69026,39.84,1室0厅,平层,北,http://bj.lianjia.com/chengjiao/101100921759.html
1847,中关村3室1厅76.21平米,2016.12.27链家成交,海淀,中关村,中关村,1994年建板楼,788,103399,76.21,3室1厅,暂无数据,东西,http://bj.lianjia.com/chengjiao/101100821760.html
1848,万达广场2室1厅70.14平米,2016.12.27链家成交,石景山,鲁谷,万达广场,2008年建板塔结合,210.5,30011,70.14,2室1厅,平层,西北,http://bj.lianjia.com/chengjiao/101100945395.html
1849,慧忠里1室1厅46.96平米,2016.12.27链家成交,朝阳,亚运村,慧忠里,1992年建板楼,473,100724,46.96,1室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101092285977.html
1850,清秀园北区1室0厅54.68平米,2016.12.27链家成交,昌平,东关,清秀园北区,2003年建塔楼,228,41697,54.68,1室0厅,平层,西,http://bj.lianjia.com/chengjiao/101100944687.html
1851,毛纺厂南小区2室1厅49.3平米,2016.12.27链家成交,海淀,清河,毛纺厂南小区,1988年建板楼,337.5,68458,49.3,2室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100988410.html
1852,紫金新干线2室2厅89平米,2016.12.27链家成交,昌平,霍营,紫金新干线,2009年建板楼,460,51685,89,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100842738.html
1853,东亚上北中心2室1厅90.3平米,2016.12.27链家成交,昌平,回龙观,东亚上北中心,2009年建板塔结合,329,36434,90.3,2室1厅,平层,西南,http://bj.lianjia.com/chengjiao/101100666178.html
1854,御景山1室0厅13.63平米,2016.12.27链家成交,石景山,杨庄,御景山,2003年建板塔结合,41,30081,13.63,1室0厅,暂无数据,北,http://bj.lianjia.com/chengjiao/101100988810.html
1855,天洋城1室1厅51.54平米,2016.12.27链家成交,燕郊,燕郊城区,天洋城,2009年建板塔结合,155,30074,51.54,1室1厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101101004032.html
